202143,21.822600052226964,27.518133562413816,34.181873129414974
202144,25.013729097642837,24.270743190784167,33.255096335094684
202145,23.957379475777103,25.74347683002386,32.48492673586128
202146,23.73441877033656,25.608047943725868,30.951178060826884
202147,25.96248911598417,25.320740935370637,29.651289899110512
202148,29.718437669862865,26.730496202005902,28.634702663259933
202149,30.07064051039451,26.603724937436155,27.194267613722094
202150,27.930926122080322,31.3245688587471,26.31494854424184
202151,28.77073743798157,31.938442677431254,25.23954001953785
202152,28.22865479876457,29.67103753801944,24.260076892913393
