202143,22.004906715234387,27.525407827485857,34.06368706618119
202144,24.982160676143383,24.274799229160216,33.491609778815935
202145,24.104571782741417,25.757153692019312,32.759038229213544
202146,23.776645866048135,25.62766776325961,32.317631573606974
202147,26.065209383240123,25.321328584681694,31.946228735635223
202148,29.459563624172965,26.71991959889208,32.08373828151996
202149,30.13814659020057,26.618707158476674,31.147790090781395
202150,28.017349910678167,31.346298947687206,30.957912461793644
202151,28.989646426540517,31.97275229611282,30.33672905619705
202152,28.473239106019516,29.712332657398196,29.813127562358417
